Gene name	Gene type
Gm24933	miRNA
Mir147	miRNA
Gm22069	snRNA
Mir297a-3	miRNA
Gm24812	misc_RNA
Gm24813	miRNA
Gm25024	snRNA
Gm24982	snoRNA
Gm22482	misc_RNA
Mir7234	miRNA
Rnu3b1	snoRNA
Gm3893	protein_coding
Gm23025	snRNA
Gm24294	misc_RNA
Gm27383	misc_RNA
n-R5s168	rRNA
Gm25200	snoRNA
Gm44318	miRNA
CT868723.1	protein_coding
Gm27875	misc_RNA
Gm27392	miRNA
Mir3112	miRNA
Gm22917	miRNA
Gm22934	snoRNA
Gm25516	snRNA
Gm23532	snoRNA
Nkx2-2os	misc_RNA
Mir7226	miRNA
Gm25481	snRNA
Gm22915	snoRNA
Gm26416	snoRNA
Gm27715	misc_RNA
Gm23642	misc_RNA
Gm10813	pseudogene
Mir9-2	miRNA
Gm22693	miRNA
Gm23758	snoRNA
Gm23144	snRNA
Gm22680	snoRNA
Gm44471	miRNA
Mir6241	miRNA
Gm17542	protein_coding
Gm22430	snoRNA
Gm22612	snRNA
Gm24440	snRNA
Mir214	miRNA
Mir184	miRNA
Gm23990	miRNA
Gm25673	miRNA
Mir129-2	miRNA
Gm24811	miRNA
Gm23791	misc_RNA
Gm23550	miRNA
Gm25255	miRNA
Gm24810	miRNA
Mir694	miRNA
Mir142b	miRNA
Gm23233	snoRNA
Mir5625	miRNA
Gm24378	snRNA
Gm24940	snRNA
Mir324	miRNA
Mir34c	miRNA
Gm25717	misc_RNA
Mir302d	miRNA
Gm24543	miRNA
Gm25856	snoRNA
Gm23679	snoRNA
Gm23238	snRNA
Mir5136	miRNA
Gm8334	protein_coding
Gm25448	snRNA
Gm21830	protein_coding
Gm26474	miRNA
Mir15b	miRNA
Gm23179	misc_RNA
Gm26012	snoRNA
Gm22655	miRNA
Mir6395	miRNA
Gm25085	snoRNA
Gm23140	snRNA
Mir6947	miRNA
Gm25007	snRNA
Gm23278	snoRNA
AC123873.2	protein_coding
Gm23994	snoRNA
Gm6960	pseudogene
n-R5s173	rRNA
Gm25311	snoRNA
Gm17364	protein_coding
Gm24496	miRNA
Mir127	miRNA
Gm26083	scaRNA
Mir8110	miRNA
Gm10563	protein_coding
Gm24418	snoRNA
Gm24495	snoRNA
n-R5s5	rRNA
Gm10780	pseudogene
Mir1945	miRNA
Gm26014	snoRNA
Gm22948	misc_RNA
Mir148a	miRNA
Gm17450	pseudogene
Gm22231	miRNA
Mir547	miRNA
Gm24109	miRNA
Gm27818	misc_RNA
Gm24751	snoRNA
Gm25171	miRNA
Gm25581	snRNA
Gm21738	protein_coding
Gm22811	ribozyme
Gm24189	rRNA
Gm24179	snoRNA
Gm23014	snoRNA
n-R5s12	rRNA
Gm28033	miRNA
Gm23139	snoRNA
Gm17631	protein_coding
Gm24098	miRNA
Gm22058	misc_RNA
Gm27656	miRNA
Gm22117	miRNA
Gm27450	miRNA
Gm24471	snoRNA
Gm20721	protein_coding
Mir669a-9	miRNA
Mir7040	miRNA
Gm26495	snoRNA
n-R5s125	rRNA
Vmn1r186	protein_coding
Gm26489	scaRNA
Gm23020	misc_RNA
Mir7676-1	miRNA
n-R5s178	rRNA
Mir1930	miRNA
Gm23988	miRNA
Mir295	miRNA
Tsr3	protein_coding
Mir200b	miRNA
Gm22851	snoRNA
Gm26149	snRNA
Gm10160	protein_coding
Rprl3	ribozyme
n-R5s2	rRNA
Gm22602	snRNA
Gm44396	miRNA
Mir466d	miRNA
Mir5124b	miRNA
Gm22454	snRNA
Gm22061	snRNA
Gm25145	miRNA
Mir6904	miRNA
Mir7215	miRNA
Gm25939	snRNA
Gm25107	snoRNA
Gm22632	snoRNA
Mir669a-3	miRNA
Gm26657	protein_coding
Gm7735	protein_coding
Gm17268	protein_coding
Mir675	miRNA
Gm24171	snoRNA
Gm24667	snRNA
Gnptg	protein_coding
Gm22646	miRNA
Mir6978	miRNA
n-R5s58	rRNA
Gm23838	snRNA
Gm25813	snRNA
Gm22798	snRNA
AC133103.2	processed_pseudogene
Mir1251	miRNA
Gm26620	protein_coding
Gm27839	miRNA
Gm23210	snRNA
Gm24382	snRNA
Gm24250	rRNA
Gm24715	miRNA
Gm24452	snoRNA
Mir509	miRNA
Gm22033	miRNA
n-R5s118	rRNA
CR974586.4	protein_coding
Gm10772	protein_coding
Mir467g	miRNA
Mir133a-2	miRNA
Gm27379	miRNA
Gm22785	snoRNA
Gm25950	miRNA
Mir872	miRNA
Mir3059	miRNA
Gm24573	rRNA
n-R5s14	rRNA
Gm26168	misc_RNA
Gm23456	snoRNA
Gm21863	protein_coding
Mir1894	miRNA
Gm25162	snoRNA
Gm25648	snoRNA
Gm10205	pseudogene
Gm24391	snRNA
Gm22133	miRNA
Mir8104	miRNA
Gm25423	snRNA
Gm27476	miRNA
Gm23338	snoRNA
Gm21750	protein_coding
Gm20730	IG_LV_gene
Gm26313	misc_RNA
Gm23316	snRNA
Gm25597	snoRNA
Gm22901	miRNA
Gm23377	snoRNA
Gm25775	miRNA
Gm27731	miRNA
1700024J04Rik	pseudogene
Gm23629	snRNA
Mir7077	miRNA
Gm23715	snRNA
Gm47299	miRNA
Gm26184	snoRNA
Gm27704	miRNA
AC132444.2	protein_coding
Gm23375	miRNA
Gm22276	snoRNA
Gm24903	snoRNA
Gm25052	snRNA
Gm22341	snoRNA
Gm22112	miRNA
Mir6481	miRNA
Gm24191	snRNA
Gm24578	snoRNA
Gm24923	miRNA
Gm22974	snRNA
Gm25630	snRNA
A930002H24Rik	protein_coding
Snora69	snoRNA
Gm23269	snRNA
Snord22	snoRNA
Gm26279	snRNA
Rn7sk	misc_RNA
Gm22247	snoRNA
Gm22316	misc_RNA
Gm23536	rRNA
Snord96a	snoRNA
Gm23116	snRNA
Mir1927	miRNA
Mir669a-12	miRNA
Mir7578	miRNA
Gm23094	misc_RNA
Gm22421	snRNA
Gm22026	misc_RNA
Gm27597	miRNA
Gm22372	snoRNA
Gm23452	snRNA
Gm25741	snoRNA
Mir3970	miRNA
Gm25646	snoRNA
Gm24163	snoRNA
Gm26230	snoRNA
Gm25263	miRNA
Mir135a-1	miRNA
Mir24-2	miRNA
Snora21	snoRNA
Gm23192	miRNA
Gm26465	snRNA
Gm23649	snRNA
Gm25361	miRNA
Gm24399	snRNA
Mir6986	miRNA
Gm26107	snRNA
Gm25684	snRNA
Gm24434	snoRNA
Gm26413	scaRNA
Mirlet7c-1	miRNA
Gm25393	misc_RNA
Gm25830	snoRNA
Snord43	miRNA
Mir7660	miRNA
n-R5s39	rRNA
Gm23231	snRNA
n-R5s143	rRNA
Mir1946b	miRNA
Gm22914	miRNA
Mir132	miRNA
Gm25489	snRNA
Mir300	miRNA
Mir6516	miRNA
Gm25134	snRNA
Mir350	miRNA
Mir6991	miRNA
Snord47	snoRNA
Gm23569	miRNA
Gm25901	snoRNA
Zakit	misc_RNA
Gm27300	misc_RNA
Gm25704	snRNA
Gm22945	snRNA
Gm22637	misc_RNA
Gm27735	misc_RNA
Mir7647	miRNA
Gm22904	miRNA
n-R5s8	rRNA
Mir7651	miRNA
Gm26018	snoRNA
Gm24259	snRNA
Gm27373	misc_RNA
Gm23723	snoRNA
Gm25435	misc_RNA
Gm25797	snRNA
Gm26411	snRNA
Gm26476	misc_RNA
Gm26056	snRNA
Gm25898	snRNA
Gm22174	miRNA
Gm25736	miRNA
Gm25129	snoRNA
Gm44324	miRNA
Gm26413	scaRNA
Mir6956	miRNA
Gm22299	snoRNA
Rnu3a	snoRNA
Gm25252	miRNA
Mir1951	miRNA
Mir692-2	miRNA
Gm26329	misc_RNA
Gm22358	snoRNA
Gm22271	snoRNA
Gm23940	snRNA
Gm25353	miRNA
Gm17304	protein_coding
Mir7045	miRNA
Gm23945	miRNA
Gm26272	snoRNA
Gm25494	snRNA
n-R5s183	rRNA
Gm25995	snRNA
Gm25295	misc_RNA
Gm26055	snRNA
Gm24096	miRNA
Gm26355	snRNA
n-R5s61	rRNA
Gm23163	miRNA
Mir344d-1	miRNA
Gm24306	snoRNA
Gm27486	miRNA
Gm25089	snoRNA
Gm27315	misc_RNA
Gm24696	snoRNA
Gm26298	miRNA
Gm23303	snRNA
Mir31	miRNA
Gm23979	snoRNA
Gm25215	snoRNA
Gm23999	rRNA
Gm10974	protein_coding
Gm44298	miRNA
Gm24205	snRNA
Gm23447	snRNA
Gm24060	snRNA
Gm24920	snoRNA
Mir6994	miRNA
Gm24389	snRNA
Gm25551	rRNA
Gm22892	miRNA
Gm22136	misc_RNA
Mir200c	miRNA
Mir344-2	miRNA
Gm47310	miRNA
Snord2	snoRNA
Gm23349	snRNA
Mir7119	miRNA
Gm23850	snRNA
Mir215	miRNA
Gm22108	snRNA
Gm23184	snoRNA
Gm17528	pseudogene
Gm22902	ribozyme
Mir7671	miRNA
Mir467a-1	miRNA
Gm22907	miRNA
Gm23812	miRNA
Gm24499	snRNA
Gm25834	snRNA
Gm26064	snRNA
Gm23707	snoRNA
Snora70	snoRNA
Mir7071	miRNA
Gm25610	snoRNA
Gm25359	rRNA
Mir199a-1	miRNA
Gm22603	snoRNA
Mir6379	miRNA
Gm25574	misc_RNA
Gm44341	miRNA
Gm23331	snRNA
Gm25571	miRNA
Gm26148	snoRNA
Gm25023	snRNA
Gm24774	snoRNA
Gm47298	miRNA
Gm22669	misc_RNA
Mir7228	miRNA
Gm10801	protein_coding
Mir9-1	miRNA
Gm24602	snRNA
n-R5s70	rRNA
Gm27635	snRNA
Mir6929	miRNA
Gm23430	misc_RNA
Gm25238	miRNA
Gm25451	miRNA
Scarna3a	scaRNA
Gm26151	snRNA
Gm24461	snRNA
Mir6950	miRNA
Gm24608	snoRNA
Gm49346	miRNA
Gm22065	miRNA
Gm27651	misc_RNA
Gm26240	snRNA
Mir145b	miRNA
Gm24628	misc_RNA
Ndufab1-ps	processed_pseudogene
Gm44494	miRNA
Mir486	miRNA
Rn7s2	misc_RNA
Gm26176	snRNA
Mir7688	miRNA
Gm25601	snRNA
n-R5s122	rRNA
Gm25248	miRNA
Gm27631	misc_RNA
Gm24204	snRNA
Gm25042	miRNA
Mir7241	miRNA
Mir3966	miRNA
Mir374b	miRNA
Gm23839	snoRNA
Gm24254	snRNA
Gm25284	snRNA
Gm23242	snRNA
Gm26436	snoRNA
Gm22279	snRNA
Gm24147	snoRNA
Mir3475	miRNA
Gm24013	snoRNA
n-R5s60	rRNA
Mir7019	miRNA
Mir1195	miRNA
Gm27646	miRNA
Gm24674	snRNA
Gm23792	snRNA
Gm25806	snRNA
Gm22456	snRNA
Mir6990	miRNA
Gm26324	snRNA
Mir7013	miRNA
Gm23734	snoRNA
Gm25239	miRNA
Mir540	miRNA
Gm22342	misc_RNA
Gm24557	miRNA
Mir7054	miRNA
Gm24542	miRNA
Mir6362	miRNA
Gm23625	snRNA
Gm22617	miRNA
Gm26133	snRNA
Gm21876	protein_coding
Gm22090	snRNA
Mir1912	miRNA
Gm24680	snoRNA
Mir1a-2	miRNA
Gm24540	snRNA
n-R5s13	rRNA
Gm23027	snRNA
Gm22813	scaRNA
Mir669a-6	miRNA
Snord8	snoRNA
Mir7668	miRNA
Gm26130	snoRNA
Gm24905	snRNA
Gm9987	pseudogene
n-R5s194	rRNA
Gm22793	misc_RNA
Gm23015	snoRNA
Mir3090	miRNA
Mir6538	miRNA
Gm22317	snRNA
Gm27998	misc_RNA
Gm23426	misc_RNA
Gm24601	rRNA
Gm27406	misc_RNA
Gm26181	snRNA
Mir7052	miRNA
Gm22327	snoRNA
Gm25011	snoRNA
Mir7018	miRNA
AC140325.1	protein_coding
Gm26427	snRNA
Gm22214	snRNA
Gm23229	snRNA
Snord80	snoRNA
n-R5s45	rRNA
Gm22493	snoRNA
Gm23381	rRNA
Mir338	miRNA
Gm24488	miRNA
Gm25025	miRNA
Gm25173	snRNA
Gm23124	snRNA
Gm23087	miRNA
Gm10401	protein_coding
Gm23084	rRNA
Gm24861	snRNA
Gm23132	snoRNA
Gm25226	snoRNA
Gm28000	misc_RNA
Gm25788	snoRNA
Mir8113	miRNA
Gm44485	miRNA
Gm25389	misc_RNA
Gm22790	rRNA
Gm24655	snRNA
Mir7068	miRNA
Mir6368	miRNA
Gm25293	misc_RNA
AC132444.6	protein_coding
Mir7665	miRNA
Mir5134	miRNA
Gm24522	snRNA
Gm27959	rRNA
Gm22398	miRNA
n-R5s161	rRNA
Mir134	miRNA
Gm26444	snRNA
Gm24237	snoRNA
Gm25297	miRNA
Gm27742	miRNA
Gm23130	snoRNA
Mir5624	miRNA
Gm24357	snoRNA
Mir432	miRNA
Gm25972	miRNA
Gm25265	misc_RNA
Mir1905	miRNA
Gm10181	protein_coding
Gm26071	snRNA
Mir6942	miRNA
Snora43	snoRNA
Gm27682	miRNA
Gm24919	snRNA
Gm23782	rRNA
Mir467c	miRNA
Gm22883	snRNA
Gm25038	snoRNA
Gm23854	snRNA
n-R5s18	rRNA
Gm25420	snoRNA
Gm25599	snRNA
Gm24924	snRNA
Mir6973a	miRNA
Mir6401	miRNA
Gm21596	processed_pseudogene
Gm22095	miRNA
Mir8102	miRNA
Gm25624	scaRNA
Gm25004	snRNA
Gm25438	snoRNA
Gm23356	snoRNA
Gm24168	snRNA
Mir7218	miRNA
Gm22813	scaRNA
Gm26173	snoRNA
Gm26004	rRNA
Gm44357	miRNA
Mir5130	miRNA
Gm26175	snoRNA
Mir3089	miRNA
Mir6985	miRNA
Gm23530	snoRNA
Gm25703	snRNA
Gm25820	scaRNA
Gm23830	snRNA
Gm23551	miRNA
Gm27786	misc_RNA
Gm27554	miRNA
Gm44300	miRNA
Gm22541	snoRNA
Gm25184	snRNA
Mir6546	miRNA
Gm23762	miRNA
Gm27820	misc_RNA
Gm23700	miRNA
Gm22871	snoRNA
Snord19	snoRNA
Gm25611	snoRNA
Gm23796	snRNA
Gm27952	rRNA
Gm24896	snoRNA
Gm25692	miRNA
Gm24961	snRNA
Gm25166	snoRNA
Mir8101	miRNA
Gm23337	snRNA
Mir6945	miRNA
Gm25049	snRNA
Gm27332	miRNA
Gm24581	snoRNA
Gm23302	snRNA
Mir7022	miRNA
Gm26368	snoRNA
Mir1224	miRNA
Gm26344	snoRNA
n-R5s103	rRNA
Gm23967	miRNA
Gm25668	snoRNA
Mir6402	miRNA
Mir7006	miRNA
Gm22199	misc_RNA
Gm23613	snoRNA
Gm25658	snoRNA
Gm24284	snoRNA
Gm22489	snoRNA
Gm26493	snoRNA
Gm22534	snRNA
Mir7064	miRNA
Gm22591	snRNA
Gm44497	miRNA
Mir684-1	miRNA
Gm25825	scaRNA
Gm23022	snRNA
Gm23959	misc_RNA
Gm22820	misc_RNA
Gm23197	snRNA
Gm25199	snRNA
Gm22252	snoRNA
Gm27796	misc_RNA
Mir3066	miRNA
Mir92-2	miRNA
Gm22059	snoRNA
Gm24657	snoRNA
Gm24392	snRNA
Gm27553	misc_RNA
Snord35a	snoRNA
Gm24525	snRNA
Gm22971	snRNA
Gm25544	snoRNA
Mir8119	miRNA
Gm27845	misc_RNA
Gm23511	snRNA
Mir8092	miRNA
Mir130a	miRNA
Gm22369	miRNA
Gm23911	snoRNA
Mir1895	miRNA
Mir1843a	miRNA
Mir6972	miRNA
Gm24935	miRNA
Mir3098	miRNA
Gm22592	snoRNA
Gm23115	rRNA
Mir1198	miRNA
Gm23475	snRNA
Gm23336	snRNA
Gm26177	snRNA
Mir7646	miRNA
Snord83b	snoRNA
Mir376c	miRNA
Gm25211	snRNA
Mir412	miRNA
Gm25635	snoRNA
Gm26170	snRNA
Gm27361	miRNA
Gm23319	snoRNA
Mir1896	miRNA
Gm22365	snRNA
Gm44495	miRNA
Mir6397	miRNA
Gm25596	snRNA
Mir1264	miRNA
Gm22120	miRNA
Gm23892	snoRNA
Mir19b-2	miRNA
Gm27857	miRNA
Gm22963	snoRNA
Gm27811	snRNA
Gm23286	snoRNA
Gm22909	snoRNA
Gm27711	miRNA
n-R5s112	rRNA
Gm28002	miRNA
Gm23450	miRNA
Gm24965	snRNA
Gm23098	misc_RNA
Gm22979	snRNA
Gm26455	miRNA
Gm25861	snoRNA
Mir1900	miRNA
Gm44479	miRNA
Gm24889	snoRNA
Gm22738	snRNA
Gm25883	misc_RNA
Mir874	miRNA
Gm22973	snRNA
Mir133c	miRNA
Mir1906-1	miRNA
Mir7009	miRNA
Gm27490	rRNA
Scarna17	scaRNA
Gm24872	snoRNA
Gm26236	snoRNA
Gm25773	miRNA
Gm27826	misc_RNA
Mir3072	miRNA
Gm23709	snoRNA
Gm27686	miRNA
Gm26347	scaRNA
Mir697	miRNA
Gm26016	snoRNA
Gm24288	snoRNA
Mir3093	miRNA
Gm26167	misc_RNA
Gm25009	snoRNA
Gm23714	snRNA
Gm25365	rRNA
Gm26251	snoRNA
Gm25792	snRNA
Gm24231	snoRNA
Gm25352	miRNA
Gm25140	snRNA
Gm26464	ribozyme
Gm22933	miRNA
Gm25460	snoRNA
Mir466n	miRNA
Gm22491	snRNA
Gm26045	misc_RNA
n-R5s169	rRNA
Gm24760	snoRNA
Gm24059	misc_RNA
Gm25213	miRNA
Gm25488	rRNA
Gm22320	misc_RNA
Gm26449	snRNA
Gm22995	snRNA
n-R5s100	rRNA
Gm22679	miRNA
Mir302c	miRNA
Gm22620	snoRNA
Gm24232	snoRNA
Mir3102	miRNA
Gm50450	snoRNA
Gm25190	miRNA
Gm23441	snRNA
Gm23198	rRNA
Gm27325	miRNA
Gm49348	miRNA
Gm23772	snoRNA
Gm22426	miRNA
Mir466m	miRNA
Gm23041	snRNA
Gm25903	snRNA
Mir7001	miRNA
Gm25634	snRNA
Mir367	miRNA
Gm23239	snRNA
Gm26435	snRNA
Gm22767	scaRNA
Gm26180	snRNA
Gm22910	snoRNA
Gm24303	miRNA
Gm23510	snRNA
Gm23500	snRNA
Gm24283	snRNA
Gm24939	rRNA
Gm25197	miRNA
Gm25742	snoRNA
Gm26497	snRNA
Gm23824	misc_RNA
Gm23923	snoRNA
Gm25413	misc_RNA
Gm24566	snoRNA
Gm25875	snRNA
Gm22504	snoRNA
Gm25823	snoRNA
Mir3104	miRNA
Gm44330	miRNA
Gm23459	snRNA
n-R5s134	rRNA
Gm23545	snRNA
Gm23443	snoRNA
Gm24069	snoRNA
Mir669m-2	miRNA
Gm23191	snRNA
Mir3077	miRNA
Gm24971	rRNA
Gm25663	snoRNA
Gm22824	miRNA
Mir709	miRNA
Gm44377	miRNA
Gm23853	snRNA
Snora68	snoRNA
Mir678	miRNA
Gm22629	snoRNA
Gm22470	snoRNA
Gm22330	snoRNA
Gm24285	snRNA
Gm26396	snoRNA
Gm44337	miRNA
Gm25216	snoRNA
Snord116l9	snoRNA
Gm24043	snRNA
Gm25784	snRNA
Gm22046	snoRNA
Snord82	snoRNA
Gm23451	snoRNA
Gm22422	snoRNA
Gm23995	snoRNA
Gm25453	snRNA
Gm26062	snRNA
Gm23559	snRNA
Gm24755	miRNA
Gm24049	miRNA
n-R5s56	rRNA
Gm24613	snoRNA
Gm25320	misc_RNA
Gm25808	misc_RNA
Mir191	miRNA
Mir676	miRNA
Snord14e	snoRNA
Gm25370	snoRNA
Gm23664	snRNA
Mir7224	miRNA
Gm27542	misc_RNA
Snord37	snoRNA
Il11ra2	protein_coding
Mir7034	miRNA
Mir292b	miRNA
Gm22876	misc_RNA
Gm24792	snoRNA
Gm26217	miRNA
Mir1953	miRNA
Mir146b	miRNA
n-R5s151	rRNA
Gm49800	pseudogene
Gm27717	misc_RNA
Gm10945	protein_coding
Gm23469	snRNA
Gm25979	snoRNA
Gm25109	miRNA
Gm26228	snRNA
Gm23801	miRNA
Gm25706	misc_RNA
Mir6351	miRNA
Mir6952	miRNA
Gm25958	miRNA
Gm23983	rRNA
Gm24817	snRNA
4930515G13Rik	pseudogene
Gm6467	pseudogene
Gm23389	snoRNA
Gm23768	snoRNA
Gm25777	snoRNA
Gm23391	miRNA
Mir875	miRNA
Gm22714	ribozyme
Gm23216	snRNA
Gm24325	miRNA
Gm23669	snoRNA
Gm24976	rRNA
Gm24624	snRNA
Gm27357	misc_RNA
Mir1962	miRNA
Gm23108	miRNA
n-R5s28	rRNA
Gm23152	rRNA
Gm11042	protein_coding
Mir291b	miRNA
Mir6908	miRNA
Gm23341	snRNA
Gm25859	snoRNA
Gm17606	protein_coding
Mir376a	miRNA
Gm26295	snRNA
Mir137	miRNA
Gm25949	snRNA
Gm22374	snoRNA
Gm25440	snRNA
Gm22890	snoRNA
Gm24925	snRNA
Gm26393	snRNA
Gm26080	snoRNA
Gm24670	snoRNA
Mir141	miRNA
Mir30a	miRNA
Rnu3b4	snoRNA
n-R5s180	rRNA
Gm22826	snRNA
Mir204	miRNA
Mir124a-3	miRNA
AC102264.1	protein_coding
Gm25136	snoRNA
Mir6380	miRNA
2410024N13Rik	pseudogene
Gm25735	misc_RNA
Gm24886	snoRNA
Gm22563	misc_RNA
Gm23516	snRNA
Gm22272	snoRNA
Gm25936	snoRNA
Mirlet7a-1	miRNA
Gm23517	snRNA
Mir434	miRNA
Gm26425	snRNA
Gm25870	snoRNA
Mir6917	miRNA
Gm23259	misc_RNA
Gm26457	snoRNA
Gm24470	snoRNA
Gm23268	miRNA
Gm44403	miRNA
Gm22789	snoRNA
Poll	protein_coding
Gm11116	protein_coding
Gm24787	snoRNA
Gm27782	misc_RNA
Gm47292	miRNA
Gm26179	snoRNA
Gm23343	snoRNA
Mir1192	miRNA
Gm9985	pseudogene
Gm21828	protein_coding
Gm26287	snoRNA
Gm26379	snoRNA
n-R5s124	rRNA
Rnu1b2	snRNA
Gm22672	snoRNA
Gm22298	snoRNA
Gm25285	miRNA
Gm5705	processed_pseudogene
AC140325.4	protein_coding
Gm11099	protein_coding
Mir6389	miRNA
CAAA01118383.1	protein_coding
Mir20a	miRNA
Gm22515	misc_RNA
Gm22623	snRNA
Gm24959	snRNA
Gm23461	snRNA
Gm23523	snRNA
Gm25178	misc_RNA
Gm25121	snoRNA
Gm23813	miRNA
Gm22135	rRNA
Mir704	miRNA
Mir425	miRNA
Gm24639	snoRNA
Mir92b	miRNA
Mir5615-1	miRNA
AC125178.2	protein_coding
Snora35	snoRNA
Gm25104	snRNA
Gm17555	protein_coding
Gm24593	snRNA
Gm25731	miRNA
Gm22599	snoRNA
Gm25433	misc_RNA
Gm26289	snoRNA
Gm22313	snoRNA
Gm25279	snRNA
Mir140	miRNA
Snora52	snoRNA
Gm25051	misc_RNA
Gm27337	misc_RNA
Gm25151	snoRNA
Gm6091	processed_pseudogene
Gm26269	miRNA
CAAA01205117.1	miRNA
Mir7242	miRNA
AC140325.3	protein_coding
Gm27457	misc_RNA
Gm22562	rRNA
Mir30b	miRNA
Gm23741	snRNA
Gm23364	miRNA
Mir466b-8	miRNA
Mir6398	miRNA
Gm25472	miRNA
Rnu3b2	snoRNA
Gm22013	snRNA
Gm22818	snRNA
Gm25807	misc_RNA
Gm25203	snoRNA
Mir7k	miRNA
Gm27884	misc_RNA
Mir7214	miRNA
Gm26119	miRNA
Gm23245	snoRNA
Gm24647	rRNA
Gm27975	snRNA
Mir504	miRNA
Gm24517	snRNA
Gm23767	snoRNA
Gm24143	snoRNA
Gm26025	misc_RNA
Snora74a	snoRNA
Gm24338	snoRNA
Gm22613	misc_RNA
Gm22622	snoRNA
Gm25419	snoRNA
Gm26404	snoRNA
Gm24683	miRNA
Gm26406	snoRNA
Gm26482	snRNA
Gm22275	misc_RNA
Gm23214	snRNA
Mir1899	miRNA
Gm27452	miRNA
Gm23431	snRNA
Gm23582	snoRNA
Gm24957	snoRNA
Gm24305	snRNA
Gm25515	snRNA
Gm22414	miRNA
Gm22990	miRNA
Mir30d	miRNA
Gm22303	snoRNA
Mir6344	miRNA
Gm22953	miRNA
Gm24057	misc_RNA
Gm27985	misc_RNA
Gm24917	snRNA
Gm22248	snRNA
Gm25017	snoRNA
Gm26015	snoRNA
Gm22072	miRNA
Snord58b	snoRNA
Gm24251	snRNA
Gm27972	misc_RNA
Gm22499	snoRNA
Mir3620	miRNA
Mir6406	miRNA
Gm23735	snRNA
Mir501	miRNA
Gm24733	misc_RNA
Gm23097	snRNA
Mir7063	miRNA
Gm23668	rRNA
Gm24912	snoRNA
Gm23985	snoRNA
Gm22481	misc_RNA
Gm23181	snoRNA
Rnu5g	snRNA
Gm25896	snoRNA
Gm23681	miRNA
Gm24607	snoRNA
Gm22084	snRNA
Gm23483	snRNA
Gm24534	misc_RNA
Gm25328	snRNA
Mir467d	miRNA
Gm24153	snoRNA
Gm27353	miRNA
Gm24988	snoRNA
Gm24651	snRNA
Mir743b	miRNA
Snord70	snoRNA
Gm22187	snoRNA
Gm24105	misc_RNA
Mir1906-2	miRNA
Mir6981	miRNA
Mir6925	miRNA
Mir5119	miRNA
Gm22797	snoRNA
Gm22605	snRNA
Gm25411	snRNA
Snord45c	snoRNA
Mir341	miRNA
Gm22353	snoRNA
Gm24570	snoRNA
Mir7243	miRNA
Gm25650	snRNA
Mir6387	miRNA
Mir6961	miRNA
Snord116l3	snoRNA
Gm24112	miRNA
Mir3100	miRNA
Mir680-1	miRNA
Gm25757	snoRNA
Gm24911	snoRNA
Mir6414	miRNA
Gm26342	snoRNA
Mir465	miRNA
Gm24449	snRNA
Gm23969	snoRNA
Gm23894	misc_RNA
Mir7223	miRNA
Gm22912	snoRNA
Mir7036b	miRNA
Snora33	snoRNA
Gm23243	miRNA
Gm22593	snRNA
Mir6975	miRNA
Gm24165	snoRNA
Mir203	miRNA
Rn7s6	misc_RNA
Gm23415	miRNA
n-R5s105	rRNA
Mir3960	miRNA
Gm22156	snoRNA
Gm24079	snoRNA
Gm25791	snoRNA
Gm25690	miRNA
Gm24419	misc_RNA
Gm24776	snRNA
Gm22981	snoRNA
Gm22927	snoRNA
Gm25815	snRNA
Gm22559	snoRNA
Gm22673	snoRNA
Gm26089	rRNA
Gm22800	miRNA
Gm22507	snRNA
n-R5s158	rRNA
Gm23090	snoRNA
Gm24729	snoRNA
Gm26185	misc_RNA
Gm25924	snRNA
Gm26389	snoRNA
Gm25382	snRNA
Mir7084	miRNA
Gm24848	snRNA
n-R5s77	rRNA
Gm26264	snRNA
Gm24552	snRNA
Gm24031	snoRNA
Mir6914	miRNA
Mir7075	miRNA
Gm27579	snRNA
Gm24851	snRNA
Gm25560	snRNA
Gm24617	miRNA
Gm44490	miRNA
Gm24319	snRNA
Mir7036	miRNA
Gm25449	snoRNA
Gm24545	misc_RNA
Gm22255	snoRNA
Gm27610	misc_RNA
Gm25605	snRNA
Gm26147	snoRNA
Terc	misc_RNA
Mir216c	miRNA
n-R5s157	rRNA
Mir669k	miRNA
Gm25918	snRNA
Gm26423	snoRNA
Gm23527	snoRNA
Gm23627	snRNA
Gm23187	snoRNA
Mir7003	miRNA
Gm22923	miRNA
Gm23651	miRNA
Gm27913	misc_RNA
AF357428	snoRNA
Gm26339	miRNA
Mir743	miRNA
Gm22204	misc_RNA
Gm24949	snoRNA
Gm25721	snRNA
Gm22977	snRNA
Snora47	snoRNA
Gm22929	snRNA
Mir455	miRNA
Gm25976	snoRNA
Gm24650	snRNA
Mir6993	miRNA
Mir1932	miRNA
Gm22911	snRNA
Gm25205	snRNA
Gm27289	rRNA
Mir7672	miRNA
Gm22879	snoRNA
Mir3094	miRNA
Gm23385	misc_RNA
Gm24363	misc_RNA
Gm26390	snoRNA
Gm26477	misc_RNA
Mir27a	miRNA
n-R5s32	rRNA
Gm26414	misc_RNA
Gm22661	snoRNA
Gm25794	snRNA
Gm23069	misc_RNA
Gm26026	snRNA
Gm22328	miRNA
Gm26438	misc_RNA
Gm25180	rRNA
Gm44466	miRNA
Gm22003	snRNA
Snord49a	snoRNA
Gm23419	miRNA
Gm23520	snRNA
Mir467a-6	miRNA
Gm22302	snRNA
Gm23213	misc_RNA
